timestamp,pump_id,temperature_C,pressure_bar,flow_m3h,power_kW,rpm,vibration_mms,operating_hours,status
2026-01-26 14:30:00,P-101,72.73,4.267,222.03,31.08,1439.9,2.866,2536.87,Warning
2026-01-26 14:45:00,P-102,76.62,4.52,210.7,30.7,1484.2,3.795,2536.89,Warning
2026-01-26 15:00:00,P-101,64.45,5.044,227.87,29.03,1435.7,1.783,2536.9,Normal
2026-01-26 15:15:00,P-102,63.52,5.099,215.84,29.39,1478.2,2.179,2536.92,Normal
2026-01-26 15:30:00,P-101,67.0,5.136,226.31,29.67,1481.4,1.852,2536.93,Normal
2026-01-26 15:45:00,P-102,71.36,4.806,207.03,31.0,1441.2,1.94,2536.95,Normal
2026-01-26 16:00:00,P-102,67.13,4.915,224.41,33.32,1446.6,2.021,2536.96,Normal
2026-01-26 16:15:00,P-103,65.66,4.957,223.48,31.86,1444.3,1.959,2536.98,Normal
2026-01-26 16:30:00,P-102,64.7,5.153,212.15,30.89,1477.4,2.134,2536.99,Normal
2026-01-26 16:45:00,P-104,64.78,5.01,236.99,33.37,1453.2,2.098,2537.0,Normal
2026-01-26 17:00:00,P-104,68.73,4.997,217.43,31.63,1459.6,2.038,2537.02,Normal
2026-01-26 17:15:00,P-103,67.99,5.044,220.37,31.93,1447.4,1.588,2537.04,Normal
2026-01-26 17:30:00,P-101,64.99,5.02,210.24,29.83,1458.5,2.048,2537.05,Normal
2026-01-26 17:45:00,P-104,68.65,5.002,216.98,29.37,1459.7,2.304,2537.06,Normal
2026-01-26 18:00:00,P-103,66.64,4.881,216.2,28.89,1439.3,1.911,2537.08,Normal
2026-01-26 18:15:00,P-104,68.44,4.813,220.11,31.03,1481.9,2.122,2537.09,Normal
2026-01-26 18:30:00,P-104,65.95,4.918,207.72,27.43,1446.3,1.754,2537.11,Normal
2026-01-26 18:45:00,P-102,65.66,5.093,206.27,29.27,1468.5,2.124,2537.12,Normal
2026-01-26 19:00:00,P-102,61.97,4.676,188.94,26.49,1427.3,1.905,2537.14,Normal
2026-01-26 19:15:00,P-101,65.64,4.765,200.49,26.51,1462.3,1.869,2537.16,Normal
2026-01-26 19:30:00,P-101,68.18,4.884,207.57,28.7,1469.2,1.879,2537.17,Normal
2026-01-26 19:45:00,P-101,64.13,4.873,208.63,26.6,1454.8,2.0,2537.18,Normal
2026-01-26 20:00:00,P-103,67.95,4.971,218.64,29.56,1469.4,2.006,2537.2,Normal
2026-01-26 20:15:00,P-101,62.02,4.91,186.01,24.34,1437.3,1.605,2537.22,Normal
2026-01-26 20:30:00,P-104,66.94,4.936,207.13,26.25,1458.5,1.608,2537.23,Normal
2026-01-26 20:45:00,P-101,,4.811,197.58,25.18,1422.6,1.965,2537.24,Normal
2026-01-26 21:00:00,P-103,61.95,4.536,198.07,27.17,1452.7,1.709,2537.26,Normal
2026-01-26 21:15:00,P-104,,4.674,195.15,26.41,1435.7,1.844,2537.28,Normal
2026-01-26 21:30:00,P-101,66.48,4.7,195.6,26.47,1448.8,1.949,2537.29,Normal
2026-01-26 21:45:00,P-101,62.14,4.732,188.68,37.03,1474.8,6.767,2537.3,Normal
2026-01-26 22:00:00,P-102,62.84,4.883,207.72,30.07,1481.3,1.724,2537.32,Normal
2026-01-26 22:15:00,P-104,63.62,4.753,178.76,24.97,1426.9,2.111,2537.34,Normal
2026-01-26 22:30:00,P-102,69.01,4.593,201.19,28.68,1472.4,1.788,2537.35,Normal
2026-01-26 22:45:00,P-102,61.29,4.748,183.52,25.09,1475.2,1.951,2537.36,Normal
2026-01-26 23:00:00,P-103,64.99,4.78,198.84,26.04,1455.8,2.303,2537.38,Normal
2026-01-26 23:15:00,P-103,62.92,4.68,182.48,26.41,1474.4,1.801,2537.4,Normal
2026-01-26 23:30:00,P-104,62.53,4.89,201.93,27.38,1442.5,1.712,2537.41,Normal
2026-01-26 23:45:00,P-101,65.02,4.807,205.87,28.15,1440.7,1.956,2537.43,Normal
2026-01-27 00:00:00,P-104,61.4,4.84,187.9,35.03,1440.8,8.392,2537.44,Normal
2026-01-27 00:15:00,P-104,59.57,4.486,171.49,23.05,1462.9,1.681,2537.46,Normal
2026-01-27 00:30:00,P-104,58.02,4.834,192.58,23.58,1448.2,1.898,2537.47,Normal
2026-01-27 00:45:00,P-101,63.07,4.709,201.14,26.51,1437.1,2.027,2537.48,Normal
2026-01-27 01:00:00,P-104,64.34,4.932,186.32,25.28,1438.0,1.478,2537.5,Normal
2026-01-27 01:15:00,P-103,62.08,4.628,188.05,24.71,1450.0,2.039,2537.52,Normal
2026-01-27 01:30:00,P-104,64.9,5.117,200.7,26.05,1434.7,1.923,2537.53,Normal
2026-01-27 01:45:00,P-101,63.19,4.657,200.35,28.33,1462.0,1.744,2537.54,Normal
2026-01-27 02:00:00,P-102,62.33,4.973,197.25,28.69,1471.5,2.029,2537.56,Normal
2026-01-27 02:15:00,P-104,60.7,4.785,210.46,27.46,1467.5,1.696,2537.57,Normal
2026-01-27 02:30:00,P-104,61.47,,206.05,27.65,1502.4,1.748,2537.59,Normal
2026-01-27 02:45:00,P-103,58.17,4.794,198.7,26.02,1457.4,2.057,2537.6,Normal
2026-01-27 03:00:00,P-103,61.24,4.73,195.95,27.3,1480.5,1.919,2537.62,Normal
2026-01-27 03:15:00,P-103,61.0,4.429,198.97,28.23,1453.3,2.125,2537.64,Normal
2026-01-27 03:30:00,P-104,64.14,5.052,189.99,26.21,1445.0,1.711,2537.65,Normal
2026-01-27 03:45:00,P-102,63.57,4.982,208.85,30.64,1452.1,2.035,2537.66,Normal
2026-01-27 04:00:00,P-104,59.14,4.501,200.07,27.87,1453.0,1.973,2537.68,Normal
2026-01-27 04:15:00,P-103,,4.959,214.86,27.78,1447.8,2.022,2537.7,Normal
2026-01-27 04:30:00,P-104,60.5,4.961,206.13,28.16,1430.5,2.03,2537.71,Normal
2026-01-27 04:45:00,P-101,62.11,4.745,195.01,25.92,1432.4,1.97,2537.72,Normal
2026-01-27 05:00:00,P-103,60.4,4.816,203.28,29.89,1470.4,1.938,2537.74,Normal
2026-01-27 05:15:00,P-102,63.4,5.044,226.32,30.17,1465.0,1.682,2537.76,Normal
2026-01-27 05:30:00,P-102,61.07,5.129,212.42,29.26,1482.0,2.145,2537.77,Normal
2026-01-27 05:45:00,P-101,61.07,4.81,199.31,27.64,1442.9,1.438,2537.78,Normal
2026-01-27 06:00:00,P-102,57.39,5.126,214.5,28.49,1441.3,1.745,2537.8,Normal
2026-01-27 06:15:00,P-104,66.32,5.284,211.48,32.7,1429.3,1.972,2537.82,Normal
2026-01-27 06:30:00,P-101,58.64,4.959,220.04,26.8,1469.0,2.153,2537.83,Normal
2026-01-27 06:45:00,P-102,61.51,4.672,197.96,27.35,1433.9,1.867,2537.84,Normal
2026-01-27 07:00:00,P-103,62.61,5.183,232.47,34.86,1449.4,2.478,2537.86,Normal
2026-01-27 07:15:00,P-103,61.98,5.181,233.53,31.65,1455.6,1.829,2537.88,Normal
2026-01-27 07:30:00,P-104,61.17,5.074,228.38,32.12,1421.9,1.847,2537.89,Normal
2026-01-27 07:45:00,P-101,62.13,5.132,222.6,31.23,1464.0,1.632,2537.91,Normal
2026-01-27 08:00:00,P-102,64.03,5.306,237.2,35.3,1468.2,1.929,2537.92,Normal
2026-01-27 08:15:00,P-103,64.05,5.135,226.42,30.65,1455.0,1.934,2537.94,Normal
2026-01-27 08:30:00,P-101,66.5,5.205,243.94,34.39,1448.4,2.422,2537.95,Normal
2026-01-27 08:45:00,P-101,63.76,5.259,240.83,32.13,1449.4,2.319,2537.96,Normal
2026-01-27 09:00:00,P-102,66.7,5.451,232.31,33.51,1475.2,2.165,2537.98,Normal
2026-01-27 09:15:00,P-104,63.22,5.007,228.37,33.18,1451.0,2.068,2538.0,Normal
2026-01-27 09:30:00,P-102,65.28,5.227,229.17,34.5,1449.6,2.25,2538.01,Normal
2026-01-27 09:45:00,P-102,65.14,5.508,242.09,34.92,1437.6,2.421,2538.02,Normal
2026-01-27 10:00:00,P-104,61.45,4.985,226.28,32.04,1399.6,1.968,2538.04,Normal
2026-01-27 10:15:00,P-103,62.57,5.186,216.01,30.62,1469.7,1.946,2538.05,Normal
2026-01-27 10:30:00,P-102,65.47,5.411,242.37,35.43,1449.9,2.106,2538.07,Normal
2026-01-27 10:45:00,P-104,64.5,5.105,233.06,37.93,1434.2,1.876,2538.08,Normal
2026-01-27 11:00:00,P-104,65.53,5.36,240.55,31.18,1488.0,2.401,2538.1,Normal
2026-01-27 11:15:00,P-104,66.64,5.239,240.64,35.27,1457.9,2.076,2538.11,Normal
2026-01-27 11:30:00,P-102,64.21,5.202,234.72,35.53,1446.3,2.087,2538.13,Normal
2026-01-27 11:45:00,P-102,58.96,5.271,247.7,35.47,1468.3,2.469,2538.14,Normal
2026-01-27 12:00:00,P-102,68.55,5.393,240.22,35.27,1456.6,2.06,2538.16,Normal
2026-01-27 12:15:00,P-104,63.97,5.182,244.04,35.28,1456.3,2.358,2538.18,Normal
2026-01-27 12:30:00,P-101,63.14,5.154,231.63,33.8,1439.0,1.825,2538.19,Normal
2026-01-27 12:45:00,P-101,64.73,5.363,254.59,37.43,1462.5,2.379,2538.2,Normal
2026-01-27 13:00:00,P-101,63.23,5.034,222.92,32.71,1466.9,1.97,2538.22,Normal
2026-01-27 13:15:00,P-103,64.88,5.141,240.65,35.91,1439.1,1.896,2538.24,Normal
2026-01-27 13:30:00,P-101,62.67,5.012,214.94,31.4,1415.9,1.841,2538.25,Normal
2026-01-27 13:45:00,P-103,64.33,5.217,227.64,34.73,1467.1,2.16,2538.26,Normal
2026-01-27 14:00:00,P-101,66.81,5.213,230.14,34.43,1461.3,1.937,2538.28,Normal
2026-01-27 14:15:00,P-102,68.73,5.151,207.75,30.28,1465.2,2.074,2538.3,Normal
2026-01-27 14:30:00,P-101,68.39,5.248,233.42,34.69,1450.8,2.012,2538.31,Normal
2026-01-27 14:45:00,P-104,68.44,5.082,224.49,33.42,1467.3,1.801,2538.32,Normal
2026-01-27 15:00:00,P-103,63.67,4.851,210.94,29.16,1438.2,2.156,2538.34,Normal
2026-01-27 15:15:00,P-102,67.43,5.259,241.16,35.83,1446.6,2.202,2538.36,Normal
2026-01-27 15:30:00,P-104,68.72,5.249,233.76,33.94,1431.2,1.851,2538.37,Normal
2026-01-27 15:45:00,P-104,66.42,5.244,242.64,34.84,1470.8,2.287,2538.39,Normal
2026-01-27 16:00:00,P-103,65.94,5.169,224.73,33.68,1449.2,2.114,2538.4,Normal
2026-01-27 16:15:00,P-101,68.48,5.156,221.34,30.67,1454.2,1.985,2538.42,Normal
2026-01-27 16:30:00,P-101,70.15,5.225,235.01,34.86,1457.8,2.058,2538.43,Normal
2026-01-27 16:45:00,P-104,,,232.71,34.34,1445.7,2.38,2538.45,Normal
2026-01-27 17:00:00,P-103,64.91,5.046,223.55,34.44,1464.8,2.152,2538.46,Normal
2026-01-27 17:15:00,P-103,64.98,4.864,207.46,29.84,1479.8,2.209,2538.48,Normal
2026-01-27 17:30:00,P-101,63.44,5.125,208.26,30.45,1467.6,2.101,2538.49,Normal
2026-01-27 17:45:00,P-102,66.93,4.976,219.4,31.0,1419.0,2.06,2538.5,Normal
2026-01-27 18:00:00,P-104,65.23,4.646,181.81,27.13,1452.0,1.735,2538.52,Normal
2026-01-27 18:15:00,P-101,66.04,5.134,218.94,32.55,1452.8,2.025,2538.54,Normal
2026-01-27 18:30:00,P-102,68.7,5.026,230.85,32.9,1472.4,2.277,2538.55,Normal
2026-01-27 18:45:00,P-101,67.51,4.979,220.71,29.6,1440.1,1.998,2538.56,Normal
2026-01-27 19:00:00,P-102,67.79,5.092,228.91,30.58,1431.3,2.37,2538.58,Normal
2026-01-27 19:15:00,P-102,63.3,4.9,210.48,28.65,1465.0,2.117,2538.59,Normal
2026-01-27 19:30:00,P-104,65.02,4.563,199.04,26.37,1449.7,1.691,2538.61,Normal
2026-01-27 19:45:00,P-102,66.74,4.932,215.31,27.71,1438.8,1.836,2538.62,Normal
2026-01-27 20:00:00,P-103,68.09,4.921,187.17,24.82,1445.3,1.962,2538.64,Normal
2026-01-27 20:15:00,P-103,63.73,4.828,181.03,24.5,1424.6,1.547,2538.66,Normal
2026-01-27 20:30:00,P-102,67.38,4.665,216.89,29.74,1453.1,1.925,2538.67,Normal
2026-01-27 20:45:00,P-103,68.03,5.171,210.26,28.74,1444.5,1.776,2538.68,Normal
2026-01-27 21:00:00,P-104,63.36,4.531,177.19,23.94,1459.6,1.801,2538.7,Normal
2026-01-27 21:15:00,P-101,67.91,4.725,194.85,27.45,1446.3,1.736,2538.72,Normal
2026-01-27 21:30:00,P-103,66.9,4.842,194.65,25.51,1450.6,2.022,2538.73,Normal
2026-01-27 21:45:00,P-104,67.49,4.83,190.12,26.35,1441.8,1.759,2538.74,Normal
2026-01-27 22:00:00,P-103,65.38,4.787,190.98,24.5,1445.4,1.971,2538.76,Normal
2026-01-27 22:15:00,P-101,69.86,4.749,208.09,25.68,1429.7,1.609,2538.78,Normal
2026-01-27 22:30:00,P-101,62.31,4.888,200.81,23.74,1468.6,1.764,2538.79,Normal
2026-01-27 22:45:00,P-103,69.34,4.837,201.18,26.32,1449.2,1.664,2538.8,Normal
2026-01-27 23:00:00,P-101,65.18,4.549,190.14,24.75,1414.2,2.04,2538.82,Normal
2026-01-27 23:15:00,P-104,66.54,4.909,197.64,24.79,1421.5,1.702,2538.84,Normal
2026-01-27 23:30:00,P-104,61.4,4.654,178.03,24.72,1468.7,1.736,2538.85,Normal
2026-01-27 23:45:00,P-102,66.47,5.029,194.21,30.55,1449.2,1.993,2538.86,Normal
2026-01-28 00:00:00,P-103,66.06,4.811,177.57,26.7,1449.6,1.694,2538.88,Normal
2026-01-28 00:15:00,P-102,60.58,5.052,193.07,25.41,1450.0,1.627,2538.9,Normal
2026-01-28 00:30:00,P-104,60.36,4.52,178.85,22.93,1458.8,1.738,2538.91,Normal
2026-01-28 00:45:00,P-101,56.57,4.633,181.27,23.78,1477.6,1.406,2538.93,Normal
2026-01-28 01:00:00,P-103,62.59,4.907,202.61,26.32,1458.0,2.122,2538.94,Normal
2026-01-28 01:15:00,P-102,60.19,4.704,195.73,27.26,1455.5,1.802,2538.96,Normal
2026-01-28 01:30:00,P-102,59.4,4.645,180.53,24.94,1439.7,1.434,2538.97,Normal
2026-01-28 01:45:00,P-104,68.84,4.468,199.55,25.29,1422.2,1.833,2538.98,Normal
2026-01-28 02:00:00,P-103,64.65,4.678,187.71,26.52,1458.5,1.895,2539.0,Normal
2026-01-28 02:15:00,P-102,59.36,4.86,203.13,27.24,1460.0,1.768,2539.02,Normal
2026-01-28 02:30:00,P-103,62.31,4.731,190.6,25.49,1469.8,1.482,2539.03,Normal
2026-01-28 02:45:00,P-104,63.03,4.68,187.47,26.78,1480.8,1.835,2539.04,Normal
2026-01-28 03:00:00,P-104,61.33,4.994,210.34,30.03,1429.1,2.06,2539.06,Normal
2026-01-28 03:15:00,P-103,60.54,4.651,186.61,25.52,1438.9,1.849,2539.07,Normal
2026-01-28 03:30:00,P-104,60.62,4.74,186.79,25.77,1462.0,1.883,2539.09,Normal
2026-01-28 03:45:00,P-104,57.73,4.798,194.17,27.76,1450.0,2.04,2539.1,Normal
2026-01-28 04:00:00,P-101,59.33,4.969,200.0,29.81,1476.0,2.225,2539.12,Normal
2026-01-28 04:15:00,P-101,60.02,4.903,189.9,26.13,1446.5,1.336,2539.14,Normal
2026-01-28 04:30:00,P-102,,4.74,191.6,26.5,1486.0,1.573,2539.15,Normal
2026-01-28 04:45:00,P-103,60.04,5.058,207.56,28.74,1451.0,2.002,2539.16,Normal
2026-01-28 05:00:00,P-104,58.59,4.863,206.06,25.4,1479.3,1.947,2539.18,Normal
2026-01-28 05:15:00,P-101,60.37,4.821,202.34,30.31,1406.7,1.643,2539.2,Normal
2026-01-28 05:30:00,P-104,61.25,4.751,186.04,24.89,1458.8,1.704,2539.21,Normal
2026-01-28 05:45:00,P-102,60.25,4.857,211.9,27.64,1450.4,2.237,2539.22,Normal
2026-01-28 06:00:00,P-103,64.67,5.037,213.18,29.27,1412.3,1.916,2539.24,Normal
2026-01-28 06:15:00,P-103,60.49,5.084,225.86,30.93,1449.7,2.085,2539.26,Normal
2026-01-28 06:30:00,P-101,61.01,4.841,213.55,28.2,1427.7,2.28,2539.27,Normal
2026-01-28 06:45:00,P-101,62.1,5.145,226.02,33.97,1440.6,2.132,2539.28,Normal
2026-01-28 07:00:00,P-102,62.18,4.795,210.4,30.4,1455.5,2.127,2539.3,Normal
2026-01-28 07:15:00,P-104,59.29,4.973,219.74,30.88,1447.8,2.1,2539.32,Normal
2026-01-28 07:30:00,P-103,67.38,5.212,243.58,34.84,1456.4,2.081,2539.33,Normal
2026-01-28 07:45:00,P-102,58.37,,225.26,31.72,1452.8,2.002,2539.34,Normal
2026-01-28 08:00:00,P-104,65.33,5.217,216.93,30.73,1492.4,2.25,2539.36,Normal
2026-01-28 08:15:00,P-102,62.26,4.982,233.13,33.52,1454.7,2.069,2539.38,Normal
2026-01-28 08:30:00,P-101,64.8,5.28,235.35,34.41,1452.0,1.989,2539.39,Normal
2026-01-28 08:45:00,P-104,66.79,5.306,242.31,34.85,1457.6,2.381,2539.41,Normal
2026-01-28 09:00:00,P-104,63.86,5.06,220.87,32.94,1449.5,1.544,2539.42,Normal
2026-01-28 09:15:00,P-104,61.24,5.149,231.85,33.34,1421.5,2.397,2539.44,Normal
2026-01-28 09:30:00,P-103,64.47,5.15,227.9,33.2,1462.5,2.095,2539.45,Normal
2026-01-28 09:45:00,P-104,66.48,5.33,222.82,31.57,1473.2,2.072,2539.46,Normal
2026-01-28 10:00:00,P-104,61.44,5.149,230.09,35.28,1478.0,2.147,2539.48,Normal
2026-01-28 10:15:00,P-103,68.29,5.254,237.8,34.9,1462.4,2.381,2539.5,Normal
2026-01-28 10:30:00,P-104,65.69,5.019,245.34,36.61,1445.2,2.246,2539.51,Normal
2026-01-28 10:45:00,P-103,64.13,5.433,250.05,35.17,1454.7,2.219,2539.52,Normal
2026-01-28 11:00:00,P-102,61.93,5.343,229.31,34.26,1482.2,1.963,2539.54,Normal
2026-01-28 11:15:00,P-101,63.69,5.089,233.72,33.99,1446.0,2.015,2539.55,Normal
2026-01-28 11:30:00,P-103,60.85,5.236,245.39,34.74,1428.5,2.314,2539.57,Normal
2026-01-28 11:45:00,P-103,,5.241,236.41,32.98,1489.8,2.165,2539.58,Normal
2026-01-28 12:00:00,P-104,64.85,5.295,234.63,36.59,1431.7,2.499,2539.6,Normal
2026-01-28 12:15:00,P-103,62.62,5.287,237.81,36.05,1421.7,2.008,2539.61,Normal
2026-01-28 12:30:00,P-103,66.0,5.116,224.72,31.74,1455.7,1.893,2539.63,Normal
2026-01-28 12:45:00,P-102,64.04,5.372,233.18,31.86,1457.4,2.153,2539.64,Normal
2026-01-28 13:00:00,P-101,65.44,5.281,257.4,37.93,1458.2,2.225,2539.66,Normal
2026-01-28 13:15:00,P-104,64.81,5.535,221.34,33.68,1465.8,1.925,2539.68,Normal
2026-01-28 13:30:00,P-101,68.06,5.516,245.37,37.88,1447.1,2.151,2539.69,Normal
2026-01-28 13:45:00,P-102,65.62,5.266,231.53,32.79,1447.3,2.237,2539.7,Normal
2026-01-28 14:00:00,P-104,64.76,5.105,236.07,35.22,1439.7,1.916,2539.72,Normal
2026-01-28 14:15:00,P-103,,5.519,257.27,36.43,1452.5,2.068,2539.74,Normal
2026-01-28 14:30:00,P-104,65.17,5.162,223.56,32.52,1459.8,1.928,2539.75,Normal
2026-01-28 14:45:00,P-103,62.1,4.748,212.55,27.74,1466.3,1.874,2539.76,Normal
2026-01-28 15:00:00,P-101,66.91,5.108,235.26,36.54,1433.8,2.327,2539.78,Normal
2026-01-28 15:15:00,P-101,66.97,5.117,215.8,31.53,1427.6,1.949,2539.8,Normal
2026-01-28 15:30:00,P-104,67.73,5.117,223.43,33.2,1465.9,2.382,2539.81,Normal
2026-01-28 15:45:00,P-102,65.49,5.005,218.34,31.74,1440.5,1.857,2539.82,Normal
2026-01-28 16:00:00,P-103,68.28,5.259,228.76,30.56,1432.3,2.152,2539.84,Normal
2026-01-28 16:15:00,P-103,63.55,4.898,214.57,31.93,1416.7,1.995,2539.86,Normal
2026-01-28 16:30:00,P-103,64.31,5.003,216.98,31.67,1475.3,2.039,2539.87,Normal
2026-01-28 16:45:00,P-104,66.4,5.02,218.87,32.92,1455.0,1.622,2539.89,Normal
2026-01-28 17:00:00,P-101,68.91,5.01,206.82,28.35,1459.8,1.769,2539.9,Normal
2026-01-28 17:15:00,P-101,66.21,4.753,208.48,29.78,1457.9,1.943,2539.92,Normal
2026-01-28 17:30:00,P-101,65.51,4.914,208.87,28.18,1453.8,1.628,2539.93,Normal
2026-01-28 17:45:00,P-103,68.48,4.652,205.45,27.89,1449.6,1.38,2539.95,Normal
2026-01-28 18:00:00,P-103,65.29,4.894,215.6,27.87,1448.7,1.732,2539.96,Normal
2026-01-28 18:15:00,P-102,71.24,5.05,205.73,35.56,1432.4,2.036,2539.98,Normal
2026-01-28 18:30:00,P-104,64.63,4.988,211.32,29.14,1418.2,2.018,2539.99,Normal
2026-01-28 18:45:00,P-102,63.54,4.806,208.65,29.9,1490.4,1.708,2540.0,Normal
2026-01-28 19:00:00,P-104,65.52,4.962,206.58,28.1,1450.7,1.896,2540.02,Normal
2026-01-28 19:15:00,P-101,64.64,4.802,206.52,27.59,1442.1,1.959,2540.04,Normal
2026-01-28 19:30:00,P-102,64.49,5.092,207.63,30.03,1435.6,2.191,2540.05,Normal
2026-01-28 19:45:00,P-103,72.52,4.964,215.16,28.57,1468.9,2.218,2540.06,Normal
2026-01-28 20:00:00,P-104,65.63,4.436,196.66,25.77,1452.6,2.026,2540.08,Normal
2026-01-28 20:15:00,P-101,66.65,4.971,202.75,28.96,1434.5,1.812,2540.09,Normal
2026-01-28 20:30:00,P-102,63.8,4.729,197.5,26.16,1444.5,1.847,2540.11,Normal
2026-01-28 20:45:00,P-102,63.92,4.792,199.18,26.22,1455.6,1.896,2540.12,Normal
2026-01-28 21:00:00,P-104,68.35,4.96,210.0,28.03,1443.0,1.908,2540.14,Normal
2026-01-28 21:15:00,P-102,61.28,4.642,194.49,25.44,1464.7,1.627,2540.16,Normal
2026-01-28 21:30:00,P-102,60.22,4.605,174.79,20.95,1488.2,1.99,2540.17,Normal
2026-01-28 21:45:00,P-101,64.01,4.851,192.04,24.42,1442.4,1.935,2540.18,Normal
2026-01-28 22:00:00,P-103,68.04,4.891,199.16,27.56,1444.9,2.055,2540.2,Normal
2026-01-28 22:15:00,P-104,62.75,4.636,193.29,25.94,1435.1,1.924,2540.22,Normal
2026-01-28 22:30:00,P-104,65.4,4.929,195.29,29.89,1447.2,1.795,2540.23,Normal
2026-01-28 22:45:00,P-103,62.84,4.533,186.38,24.16,1414.7,1.498,2540.24,Normal
2026-01-28 23:00:00,P-103,64.73,4.5,177.41,21.43,1469.8,1.852,2540.26,Normal
2026-01-28 23:15:00,P-104,59.67,4.702,186.93,25.26,1426.0,1.935,2540.28,Normal
2026-01-28 23:30:00,P-101,62.89,4.58,179.77,23.31,1435.5,1.748,2540.29,Normal
2026-01-28 23:45:00,P-103,62.02,4.64,189.26,25.89,1451.5,2.173,2540.3,Normal
2026-01-29 00:00:00,P-102,65.69,4.963,198.13,28.08,1474.8,1.775,2540.32,Normal
2026-01-29 00:15:00,P-102,58.81,4.564,171.39,22.9,1434.6,1.629,2540.34,Normal
2026-01-29 00:30:00,P-101,61.07,4.596,177.62,23.27,1446.6,1.762,2540.35,Normal
2026-01-29 00:45:00,P-103,60.86,4.644,171.81,24.44,1455.3,1.652,2540.36,Normal
2026-01-29 01:00:00,P-102,59.61,4.791,183.7,23.64,1437.9,1.76,2540.38,Normal
2026-01-29 01:15:00,P-101,58.58,4.71,188.11,22.28,1447.8,1.973,2540.4,Normal
2026-01-29 01:30:00,P-104,61.58,4.629,193.01,30.01,1421.4,1.781,2540.41,Normal
2026-01-29 01:45:00,P-101,62.62,4.944,194.19,26.87,1440.5,1.772,2540.43,Normal
2026-01-29 02:00:00,P-103,60.14,4.795,192.94,27.0,1472.1,1.958,2540.44,Normal
2026-01-29 02:15:00,P-102,60.66,4.841,207.39,22.62,1464.7,1.602,2540.46,Normal
2026-01-29 02:30:00,P-104,57.37,4.742,199.23,28.39,1442.0,1.846,2540.47,Normal
2026-01-29 02:45:00,P-101,59.49,4.47,192.02,26.21,1431.8,1.769,2540.48,Normal
2026-01-29 03:00:00,P-103,64.04,4.583,197.8,25.79,1446.2,2.017,2540.5,Normal
2026-01-29 03:15:00,P-104,61.51,4.579,188.57,24.48,1423.7,1.939,2540.52,Normal
2026-01-29 03:30:00,P-102,61.47,4.943,195.27,28.41,1446.5,1.892,2540.53,Normal
2026-01-29 03:45:00,P-102,62.48,5.082,206.63,27.39,1442.6,1.936,2540.54,Normal
2026-01-29 04:00:00,P-102,59.22,4.89,204.14,28.21,1442.0,1.896,2540.56,Normal
2026-01-29 04:15:00,P-101,64.25,4.708,192.76,28.54,1447.5,1.834,2540.57,Normal
2026-01-29 04:30:00,P-104,65.75,4.809,208.05,28.87,1459.7,2.168,2540.59,Normal
2026-01-29 04:45:00,P-103,58.64,4.789,183.07,21.9,1431.3,1.841,2540.6,Normal
2026-01-29 05:00:00,P-102,66.85,4.77,205.33,27.67,1467.2,2.179,2540.62,Normal
2026-01-29 05:15:00,P-103,59.32,5.159,202.31,28.41,1470.3,1.78,2540.64,Normal
2026-01-29 05:30:00,P-101,58.17,5.155,205.03,28.67,1489.6,2.179,2540.65,Normal
2026-01-29 05:45:00,P-102,60.1,5.272,214.73,30.24,1455.3,2.032,2540.66,Normal
2026-01-29 06:00:00,P-101,60.55,5.009,210.05,29.24,1476.5,2.099,2540.68,Normal
2026-01-29 06:15:00,P-101,65.25,4.844,207.01,26.0,1467.6,1.58,2540.7,Normal
2026-01-29 06:30:00,P-104,60.53,5.035,211.64,31.05,1453.4,2.288,2540.71,Normal
2026-01-29 06:45:00,P-103,59.56,5.138,225.65,31.5,1428.1,2.098,2540.72,Normal
2026-01-29 07:00:00,P-101,59.63,4.972,227.58,31.77,1466.1,2.369,2540.74,Normal
2026-01-29 07:15:00,P-103,64.28,4.939,222.72,32.05,1454.3,2.248,2540.76,Normal
2026-01-29 07:30:00,P-103,64.89,5.133,228.57,32.98,1482.2,1.743,2540.77,Normal
2026-01-29 07:45:00,P-101,59.86,4.899,211.57,29.34,1463.3,2.268,2540.78,Normal
2026-01-29 08:00:00,P-102,58.08,5.27,227.66,31.23,1469.0,2.114,2540.8,Normal
2026-01-29 08:15:00,P-103,60.88,5.162,239.1,36.5,1439.6,2.273,2540.82,Normal
2026-01-29 08:30:00,P-102,64.59,4.99,212.0,29.8,1454.4,2.083,2540.83,Normal
2026-01-29 08:45:00,P-103,64.21,5.282,228.09,31.28,1415.4,2.092,2540.84,Normal
2026-01-29 09:00:00,P-102,62.33,5.262,226.69,32.18,1460.0,1.999,2540.86,Normal
2026-01-29 09:15:00,P-104,66.67,5.165,228.14,30.3,1471.9,2.22,2540.88,Normal
2026-01-29 09:30:00,P-103,66.56,5.149,221.56,32.41,1475.1,1.919,2540.89,Normal
2026-01-29 09:45:00,P-101,63.02,5.057,232.0,33.73,1443.6,2.125,2540.91,Normal
2026-01-29 10:00:00,P-103,65.06,5.492,245.85,36.62,1417.4,2.499,2540.92,Normal
2026-01-29 10:15:00,P-104,61.21,5.25,220.26,30.9,1440.3,1.846,2540.94,Normal
2026-01-29 10:30:00,P-104,62.14,4.89,225.44,33.0,1448.6,2.04,2540.95,Normal
2026-01-29 10:45:00,P-103,59.56,5.32,222.07,32.12,1457.4,2.283,2540.96,Normal
